scan_coordinate_px,carrier_amplitude,unwrapped_phase_rad,fitted_phase_rad,fit_used
166,767.31917344774502,-0.62445651082690679,-9.4349493069898056,1
167,760.67892461723739,-0.61595124215686503,-9.4624009303730077,1
168,770.91602314006286,-0.59990398037270687,-9.4898525537562097,1
169,729.40108481310233,-0.59533828959399782,-9.5173041771394118,1
170,573.79806093236118,-0.60011206606040746,-9.5447558005226156,1
171,302.98229321443762,-0.59612940156709437,-9.5722074239058159,1
172,157.9016871537396,-0.60437300168281993,-9.5996590472890198,1
173,116.01789495629542,-0.62052429904282524,-9.62711067067222,1
174,106.69299625519835,-0.59936346069809021,-9.6545622940554239,1
175,104.85734523558627,-0.53355438890623341,-9.6820139174386242,1
176,97.863861624634723,-0.55383676535370696,-9.709465540821828,0
177,20.436197977233377,-0.6992756867427975,-9.7369171642050301,0
178,186.29793231063007,-3.6183132687877775,-9.7643687875882321,1
179,442.74680360663717,-3.6653076871792334,-9.7918204109714342,1
180,596.10870304908804,-3.6800448963721437,-9.8192720343546362,1
181,620.34399824872389,-3.6986330485542269,-9.8467236577378383,1
182,621.96773794175249,-3.6836075845783216,-9.8741752811210404,1
183,622.95103434238524,-3.6896300688215851,-9.9016269045042424,1
184,583.19982842469437,-3.7168334786496819,-9.9290785278874445,1
185,386.92586367977304,-3.7361379383673441,-9.9565301512706483,1
186,114.01642114619737,-3.7005645444733064,-9.9839817746538486,1
187,52.071309323306366,-6.7330033058444503,-10.011433398037052,0
188,99.618806095530772,-6.82499771712836,-10.038885021420253,0
189,102.57230608977527,-6.8370567280909462,-10.066336644803457,1
190,108.08392396570324,-6.8408165650727275,-10.093788268186657,1
191,117.1250285422431,-6.8792223334129021,-10.121239891569861,1
192,179.48694812107379,-6.8398386408141088,-10.148691514953063,1
193,371.73672166858483,-6.8374607374215,-10.176143138336265,1
194,579.231348438086,-6.8170853045784607,-10.203594761719467,1
195,729.25398645695202,-6.8285266036424908,-10.231046385102669,1
196,760.56818117489809,-6.8252154224579291,-10.258498008485871,1
197,756.07600485604667,-6.8056731070227512,-10.285949631869073,1
198,758.79520111293948,-6.8097583296592772,-10.313401255252277,1
199,749.95244173209494,-6.8011744001054701,-10.340852878635477,1
200,620.5705453654482,-6.8155307937095104,-10.368304502018681,1
201,373.83892282703329,-6.7792359829252318,-10.395756125401881,1
202,196.24583128271533,-6.7648508678302113,-10.423207748785085,1
203,123.60077586958407,-6.7914581350573737,-10.450659372168285,1
204,110.43722503081175,-6.740558393498822,-10.478110995551489,1
205,106.30051588962934,-6.8374447037394841,-10.505562618934691,1
206,95.952234072061472,-6.7965570568410891,-10.533014242317893,0
207,54.157044426700423,-6.9399482423083292,-10.560465865701095,0
208,103.09772300890974,-9.853055217052896,-10.587917489084298,1
209,361.19520150375678,-9.933557768264011,-10.6153691124675,1
210,561.99386453862917,-9.9279741528570984,-10.642820735850702,1
211,626.21544245826988,-9.9403404681665748,-10.670272359233904,1
212,622.03698938033972,-9.9481248447678698,-10.697723982617106,1
213,621.42473657027381,-9.9409472062076549,-10.72517560600031,1
214,590.17346412329402,-9.962543138163845,-10.75262722938351,1
215,457.75755389820534,-9.9309955111058166,-10.780078852766714,1
216,198.32736159221423,-9.9425083393528446,-10.807530476149914,1
217,17.397237647587776,-13.003605867521625,-10.834982099533118,0
218,98.963753266305616,-13.072758671044246,-10.86243372291632,0
219,104.92992365177932,-13.110578211289662,-10.889885346299522,1
220,107.36488254068142,-13.053679108402832,-10.917336969682724,1
221,104.67248652636569,-12.983116687544916,-10.944788593065926,1
222,146.27167886409615,-13.027358951854826,-10.972240216449128,1
223,331.05688276775777,-13.010787989527691,-10.99969183983233,1
224,556.07893552616054,-13.019367661003997,-11.027143463215532,1
225,719.92451766996328,-13.028895840205305,-11.054595086598734,1
226,772.27883266518552,-13.029621815771263,-11.082046709981938,1
227,752.73230963013964,-13.021791399125961,-11.109498333365138,1
228,759.34142641858591,-13.041161841471547,-11.136949956748342,1
229,750.66798770936657,-13.056714243192136,-11.164401580131543,1
230,655.01121060149785,-13.049162831361974,-11.191853203514746,1
231,427.33726023635614,-13.045832002959481,-11.219304826897947,1
232,216.59581181193587,-13.03406862220556,-11.246756450281151,1
233,127.23840014203319,-13.101938165084221,-11.274208073664353,1
234,100.90753746122166,-13.098706445798086,-11.301659697047555,1
235,106.01131145687347,-13.058244434679766,-11.329111320430757,1
236,98.90546642383832,-13.014963421245849,-11.356562943813959,0
237,70.180413801441276,-12.992339568397195,-11.384014567197161,0
238,76.571139556912954,-9.9863997003602929,-11.411466190580363,0
239,337.40763281983868,-9.9007451242676012,-11.438917813963567,1
240,537.19558668828859,-9.8818338509627281,-11.466369437346767,1
241,616.98009609481323,-9.8857702406237458,-11.493821060729971,1
242,625.90350456806937,-9.8719859173316333,-11.521272684113171,1
243,615.91286604239087,-9.8462420299398854,-11.548724307496375,1
244,585.05822998786277,-9.851876585757843,-11.576175930879575,1
245,484.94058393185969,-9.8623113782286502,-11.603627554262779,1
246,278.56787693582714,-9.8345069414511386,-11.631079177645981,1
247,30.699693792780607,-9.8491297317401187,-11.658530801029183,0
248,89.669236061836585,-12.970411204673489,-11.685982424412385,0
249,110.09739995692478,-13.025044195516967,-11.713434047795587,1
250,104.73260998896585,-12.980309874211892,-11.740885671178789,1
251,112.38510042422165,-13.015715930884134,-11.768337294561992,1
252,141.89327723945792,-12.936016564881403,-11.795788917945194,1
253,264.16783726499688,-13.022166388438874,-11.823240541328396,1
254,498.11885879769193,-13.016989158792969,-11.850692164711599,1
255,697.86820370834198,-13.028142565859795,-11.8781437880948,1
256,757.77307606350007,-13.036446695365562,-11.905595411478004,1
257,749.34928438666952,-13.023133090687391,-11.933047034861204,1
258,747.62731480384798,-13.015083572503126,-11.960498658244408,1
259,754.69885736327296,-13.009156030202153,-11.987950281627608,1
260,698.26014044862086,-12.97760224756702,-12.015401905010812,1
261,511.49424017853818,-12.959638910078128,-12.042853528394014,1
262,262.87412881338003,-12.944834112587456,-12.070305151777216,1
263,137.41351811191407,-12.93471876326152,-12.097756775160418,1
264,115.46688058646583,-12.917348798462591,-12.12520839854362,1
265,101.36878432040098,-12.909930671526784,-12.152660021926822,1
266,108.73970242618093,-12.976647308210834,-12.180111645310024,1
267,84.474896647049249,-12.902348455704278,-12.207563268693228,0
268,24.818517602259131,-15.77547155240681,-12.235014892076428,0
269,249.62622725414036,-16.09078126577926,-12.262466515459632,1
270,482.44213759443301,-16.054499127020232,-12.289918138842832,1
271,610.39965185698952,-16.083057492647793,-12.317369762226036,1
272,617.89352732763746,-16.06696583899534,-12.344821385609237,1
273,610.2062224373168,-16.055430460792049,-12.37227300899244,1
274,615.0306048365926,-16.059319726538703,-12.399724632375642,1
275,539.06800611123833,-16.057363138637392,-12.427176255758845,1
276,324.45616759015826,-16.056635112430577,-12.454627879142047,1
277,73.421257560148604,-16.19028203831752,-12.482079502525249,0
278,66.362171267089877,-19.265424064670036,-12.509531125908451,0
279,98.048287495587161,-19.129901548369844,-12.536982749291653,0
280,102.56000558857725,-19.295810000846792,-12.564434372674855,1
281,104.92839243711346,-19.102727803017043,-12.591885996058057,1
282,123.07109789352691,-19.211481245739549,-12.619337619441261,1
283,213.67465852149348,-19.220428568807844,-12.646789242824461,1
284,413.38550225933039,-19.223181993861044,-12.674240866207665,1
285,646.78897848010604,-19.189326481702274,-12.701692489590865,1
286,757.4265129831266,-19.195791090666187,-12.729144112974069,1
287,765.86796859241804,-19.178766462932405,-12.756595736357269,1
288,755.77471378008192,-19.164862227385452,-12.784047359740473,1
289,775.8844524730971,-19.145378181261478,-12.811498983123675,1
290,728.60081749226686,-19.139760668566723,-12.838950606506877,1
291,570.54875925497083,-19.132598029002935,-12.866402229890079,1
292,321.34145808996163,-19.173750145696403,-12.893853853273281,1
293,152.39030979661035,-19.185101841836506,-12.921305476656483,1
294,108.46878000716724,-19.189143038037713,-12.948757100039685,1
295,107.11601823436052,-19.201055819368907,-12.976208723422888,1
296,105.2663785053968,-19.171618771649158,-13.00366034680609,1
297,100.48029911984449,-19.168594424411257,-13.031111970189292,1
298,14.926815917028811,-18.671702029698434,-13.058563593572496,0
299,190.36883070765151,-16.053065537864047,-13.086015216955698,1
300,445.73625066860723,-16.076933370887073,-13.1134668403389,1
301,591.82068181047521,-16.063507117626358,-13.140918463722102,1
302,614.19029479548408,-16.065829772842502,-13.168370087105304,1
303,607.06594960856421,-16.067443616062402,-13.195821710488506,1
304,628.07284819745507,-16.061251794166534,-13.223273333871708,1
305,572.24772323061177,-16.066670786191537,-13.25072495725491,1
306,386.52794755592396,-16.070125183113969,-13.278176580638112,1
307,108.90335469004044,-16.106838539030043,-13.305628204021314,1
308,63.244580350850441,-19.046009207223229,-13.333079827404516,0
309,101.95933498689958,-19.170509085429305,-13.360531450787718,1
310,112.67082203183661,-19.103393426807074,-13.38798307417092,1
311,105.54361709610178,-19.170178729840995,-13.415434697554122,1
312,106.4939648055751,-19.083251922094842,-13.442886320937326,1
313,182.83695543770361,-19.067215409476677,-13.470337944320528,1
314,386.9353883097956,-19.061353067463898,-13.49778956770373,1
315,617.65707960564782,-19.056851018887336,-13.525241191086932,1
316,741.86887769574457,-19.048662052698983,-13.552692814470134,1
317,756.08915886244267,-19.062280371236131,-13.580144437853336,1
318,762.80463910446599,-19.075986259359194,-13.607596061236539,1
319,766.04093415748468,-19.108688744023539,-13.635047684619741,1
320,752.4865954976749,-19.124647504441089,-13.662499308002943,1
321,619.05564572761887,-19.134489827577514,-13.689950931386145,1
322,379.56883954040569,-19.112691013405556,-13.717402554769347,1
323,177.80776980126998,-19.196229713893008,-13.744854178152549,1
324,125.12141539722442,-19.154407200570802,-13.772305801535751,1
325,102.31940589082667,-19.12836820809687,-13.799757424918953,1
326,107.60964473936656,-19.121211108571874,-13.827209048302157,1
327,100.07131772792032,-19.123296276891274,-13.854660671685359,0
328,42.9115946119977,-18.968423542192934,-13.882112295068561,0
329,129.62701824450832,-16.009330825260683,-13.909563918451763,1
330,378.81728936544567,-15.964971631258148,-13.937015541834965,1
331,570.11951295751123,-15.96249055191303,-13.964467165218167,1
332,619.28959897902155,-15.963233062480697,-13.991918788601369,1
333,618.2913718017827,-15.928251689729302,-14.019370411984571,1
334,623.40059819160285,-15.926618440386378,-14.046822035367773,1
335,588.71105722477864,-15.918466791797382,-14.074273658750975,1
336,439.59099635253,-15.918157786575582,-14.101725282134177,1
337,170.96382121172704,-15.95979482140546,-14.129176905517379,1
338,27.317290124247894,-12.884319349185178,-14.156628528900582,0
339,99.645902279053104,-12.782679780116677,-14.184080152283784,0
340,101.83137262447278,-12.697103699926444,-14.211531775666987,1
341,111.28264568299255,-12.790571278861666,-14.23898339905019,1
342,113.10346214117482,-12.701750649733556,-14.266435022433392,1
343,151.17547953722411,-12.726377218395438,-14.293886645816594,1
344,298.50714707420377,-12.711390084908254,-14.321338269199796,1
345,559.24141577240846,-12.738582494549945,-14.348789892582998,1
346,727.72372973403208,-12.724005953021088,-14.3762415159662,1
347,766.12217259635747,-12.705259862859696,-14.403693139349402,1
348,754.9014800397523,-12.715922546166206,-14.431144762732604,1
349,756.19442960490949,-12.717018364586743,-14.458596386115806,1
350,750.39378114392855,-12.713839974518821,-14.486048009499008,1
351,639.30651326100065,-12.701473427242137,-14.51349963288221,1
352,412.1562221026615,-12.719084980292195,-14.540951256265412,1
353,217.40521847045153,-12.765974072824873,-14.568402879648616,1
354,125.21108992841577,-12.753103854904614,-14.595854503031818,1
355,111.71995654987045,-12.748310809916186,-14.62330612641502,1
356,107.56053318441865,-12.729550139290843,-14.650757749798222,1
357,100.26383026823943,-12.717630448261891,-14.678209373181424,0
358,73.070799071412281,-12.82587463177153,-14.705660996564626,0
359,69.360097990380481,-15.877623666193802,-14.733112619947828,0
360,343.56383297814915,-15.905254236612508,-14.76056424333103,1
361,550.90816368874118,-15.93167507397947,-14.788015866714233,1
362,617.13240467626611,-15.92926701614374,-14.815467490097435,1
363,616.68626395748402,-15.929097795900622,-14.842919113480637,1
364,614.9366769558344,-15.933321630138849,-14.870370736863839,1
365,612.65866091892906,-15.918629666840827,-14.897822360247041,1
366,503.52084501042629,-15.944108999099868,-14.925273983630243,1
367,271.34533760585174,-15.927162848390559,-14.952725607013447,1
368,30.875747808818918,-15.992727229930685,-14.980177230396649,0
369,79.277278354384691,-18.987692733688736,-15.007628853779851,0
370,99.287334535938399,-19.011276275262368,-15.035080477163053,0
371,109.99152287273533,-19.097882001435952,-15.062532100546255,1
372,111.46153511519614,-19.004340808124606,-15.089983723929457,1
373,139.76338798657025,-18.994551954597981,-15.117435347312659,1
374,246.28048633468035,-19.042219976400698,-15.144886970695861,1
375,454.94978928258195,-19.047184409613372,-15.172338594079063,1
376,685.83522768720013,-19.04800298840977,-15.199790217462265,1
377,768.18541981892724,-19.04622546878268,-15.227241840845467,1
378,760.19791515644363,-19.036214271777759,-15.254693464228669,1
379,760.69506768428653,-19.022827060475141,-15.282145087611871,1
380,756.16909593023581,-19.016725875757931,-15.309596710995073,1
381,688.17910395425713,-19.027459016390257,-15.337048334378277,1
382,495.32229253291177,-19.017205403180906,-15.364499957761479,1
383,265.73430604499453,-18.981762439897295,-15.391951581144681,1
384,134.03480713826363,-18.94541346532532,-15.419403204527883,1
385,107.03890778390915,-19.05228595787661,-15.446854827911086,1
386,102.77573996892885,-18.954008441068975,-15.474306451294288,1
387,100.67987617175856,-18.982438973355713,-15.50175807467749,1
388,84.592462894028259,-18.977922939268911,-15.529209698060692,0
389,6.3015958125593103,-16.03590984613372,-15.556661321443894,0
390,231.75765193557845,-15.812539777013678,-15.584112944827096,1
391,482.08995618902895,-15.810400649004311,-15.611564568210298,1
392,608.52635335501873,-15.826774497484561,-15.6390161915935,1
393,619.4753350810538,-15.828100010393328,-15.666467814976702,1
394,620.2123204692225,-15.822612213259049,-15.693919438359904,1
395,610.30529710953647,-15.819172538467782,-15.721371061743108,1
396,528.72415598448777,-15.794401292836197,-15.74882268512631,1
397,312.93063878584405,-15.79143463832848,-15.776274308509512,1
398,65.719577937647486,-15.731795950919656,-15.803725931892714,0
399,58.577683924141439,-18.835116182312699,-15.831177555275916,0
400,104.22193978695643,-18.893948703837971,-15.858629178659118,1
401,111.63904571942487,-18.910786065664116,-15.88608080204232,1
402,106.37314730144242,-18.9483794122205,-15.913532425425522,1
403,120.39580594213992,-18.959703346687395,-15.940984048808724,1
404,222.95662925257469,-18.963520369219864,-15.968435672191926,1
405,446.12423860335554,-18.931134645918394,-15.995887295575129,1
406,662.81871558858552,-18.951317216969269,-16.023338918958331,1
407,750.24500711032226,-18.934439306706729,-16.050790542341531,1
408,763.32045763945575,-18.931858745009169,-16.078242165724735,1
409,757.65640331399766,-18.934073388451736,-16.105693789107939,1
410,758.16023192430748,-18.937244733445208,-16.133145412491139,1
411,710.105810863893,-18.913177748566099,-16.160597035874343,1
412,539.31099899230344,-18.899097705495276,-16.188048659257547,1
413,304.37394034179971,-18.930218073290348,-16.215500282640747,1
